county,candidate,party,votes,votesm
New Madrid,Hillary Clinton,Democrat,691,0.691
Newton,Bernie Sanders,Democrat,1553,1.553
Newton,Hillary Clinton,Democrat,1240,1.24
Nodaway,Bernie Sanders,Democrat,831,0.831
Nodaway,Hillary Clinton,Democrat,616,0.616
Oregon,Bernie Sanders,Democrat,271,0.271
Oregon,Hillary Clinton,Democrat,319,0.319
Osage,Bernie Sanders,Democrat,326,0.326
Osage,Hillary Clinton,Democrat,314,0.314
Ozark,Bernie Sanders,Democrat,293,0.293
Ozark,Hillary Clinton,Democrat,217,0.217
Pemiscot,Bernie Sanders,Democrat,250,0.25
Pemiscot,Hillary Clinton,Democrat,602,0.602
Perry,Bernie Sanders,Democrat,437,0.437
Perry,Hillary Clinton,Democrat,436,0.436
Pettis,Bernie Sanders,Democrat,1509,1.509
Pettis,Hillary Clinton,Democrat,1265,1.265
Phelps,Bernie Sanders,Democrat,1744,1.744
Phelps,Hillary Clinton,Democrat,1137,1.137
Pike,Bernie Sanders,Democrat,475,0.475
Pike,Hillary Clinton,Democrat,661,0.661
Platte,Bernie Sanders,Democrat,5142,5.142
Platte,Hillary Clinton,Democrat,4645,4.645
Polk,Bernie Sanders,Democrat,851,0.851
Polk,Hillary Clinton,Democrat,744,0.744
Pulaski,Bernie Sanders,Democrat,1020,1.02
Pulaski,Hillary Clinton,Democrat,860,0.86
Putnam,Bernie Sanders,Democrat,108,0.108
Putnam,Hillary Clinton,Democrat,102,0.102
Ralls,Bernie Sanders,Democrat,311,0.311
Ralls,Hillary Clinton,Democrat,415,0.415
Randolph,Bernie Sanders,Democrat,750,0.75
Randolph,Hillary Clinton,Democrat,647,0.647
Ray,Bernie Sanders,Democrat,968,0.968
Ray,Hillary Clinton,Democrat,942,0.942
Reynolds,Bernie Sanders,Democrat,228,0.228
Reynolds,Hillary Clinton,Democrat,230,0.23
Ripley,Bernie Sanders,Democrat,250,0.25
Ripley,Hillary Clinton,Democrat,259,0.259
Saline,Bernie Sanders,Democrat,805,0.805
Saline,Hillary Clinton,Democrat,910,0.91
Schuyler,Bernie Sanders,Democrat,119,0.119
Schuyler,Hillary Clinton,Democrat,124,0.124
Scotland,Bernie Sanders,Democrat,134,0.134
Scotland,Hillary Clinton,Democrat,108,0.108
Scott,Bernie Sanders,Democrat,834,0.834
Scott,Hillary Clinton,Democrat,1067,1.067
Shannon,Bernie Sanders,Democrat,291,0.291
Shannon,Hillary Clinton,Democrat,317,0.317
Shelby,Bernie Sanders,Democrat,200,0.2
Shelby,Hillary Clinton,Democrat,240,0.24
St. Charles,Bernie Sanders,Democrat,21593,21.593
St. Charles,Hillary Clinton,Democrat,17805,17.805
St. Clair,Bernie Sanders,Democrat,320,0.32
St. Clair,Hillary Clinton,Democrat,340,0.34
St. Francois,Bernie Sanders,Democrat,2267,2.267
St. Francois,Hillary Clinton,Democrat,1939,1.939
St. Louis City,Bernie Sanders,Democrat,27748,27.748
St. Louis City,Hillary Clinton,Democrat,34458,34.458
St. Louis County,Bernie Sanders,Democrat,71134,71.134
St. Louis County,Hillary Clinton,Democrat,89373,89.373
Ste. Genevieve,Bernie Sanders,Democrat,798,0.798
Ste. Genevieve,Hillary Clinton,Democrat,842,0.842
Stoddard,Bernie Sanders,Democrat,489,0.489
Stoddard,Hillary Clinton,Democrat,674,0.674
Stone,Bernie Sanders,Democrat,885,0.885
Stone,Hillary Clinton,Democrat,806,0.806
Sullivan,Bernie Sanders,Democrat,112,0.112
Sullivan,Hillary Clinton,Democrat,177,0.177
Taney,Bernie Sanders,Democrat,1373,1.373
Taney,Hillary Clinton,Democrat,1199,1.199
Texas,Bernie Sanders,Democrat,666,0.666
Texas,Hillary Clinton,Democrat,603,0.603
Vernon,Bernie Sanders,Democrat,518,0.518
Vernon,Hillary Clinton,Democrat,490,0.49
Warren,Bernie Sanders,Democrat,1222,1.222
Warren,Hillary Clinton,Democrat,986,0.986
Washington,Bernie Sanders,Democrat,664,0.664
Washington,Hillary Clinton,Democrat,754,0.754
Wayne,Bernie Sanders,Democrat,264,0.264
Wayne,Hillary Clinton,Democrat,393,0.393
Webster,Bernie Sanders,Democrat,1170,1.17
Webster,Hillary Clinton,Democrat,940,0.94
Worth,Bernie Sanders,Democrat,76,0.076
Worth,Hillary Clinton,Democrat,59,0.059
Wright,Bernie Sanders,Democrat,385,0.385
Wright,Hillary Clinton,Democrat,402,0.402
Adair,Donald Trump,Republican,1404,1.404
Adair,John Kasich,Republican,513,0.513
Adair,Marco Rubio,Republican,299,0.299
Adair,Ted Cruz,Republican,1164,1.164
Andrew,Donald Trump,Republican,1457,1.457
Andrew,John Kasich,Republican,404,0.404
Andrew,Marco Rubio,Republican,221,0.221
Andrew,Ted Cruz,Republican,1290,1.29
Atchison,Donald Trump,Republican,487,0.487
Atchison,John Kasich,Republican,123,0.123
Atchison,Marco Rubio,Republican,135,0.135
Atchison,Ted Cruz,Republican,325,0.325
Audrain,Donald Trump,Republican,1611,1.611
Audrain,John Kasich,Republican,423,0.423
Audrain,Marco Rubio,Republican,229,0.229
Audrain,Ted Cruz,Republican,1642,1.642
Barry,Donald Trump,Republican,3030,3.03
Barry,John Kasich,Republican,400,0.4
Barry,Marco Rubio,Republican,255,0.255
Barry,Ted Cruz,Republican,3189,3.189
Barton,Donald Trump,Republican,986,0.986
Barton,John Kasich,Republican,170,0.17
Barton,Marco Rubio,Republican,103,0.103
Barton,Ted Cruz,Republican,1560,1.56
Bates,Donald Trump,Republican,1306,1.306
Bates,John Kasich,Republican,199,0.199
Bates,Marco Rubio,Republican,143,0.143
Bates,Ted Cruz,Republican,1080,1.08
Benton,Donald Trump,Republican,2278,2.278
Benton,John Kasich,Republican,287,0.287
Benton,Marco Rubio,Republican,138,0.138
Benton,Ted Cruz,Republican,1314,1.314
Bollinger,Donald Trump,Republican,1272,1.272
Bollinger,John Kasich,Republican,141,0.141
Bollinger,Marco Rubio,Republican,98,0.098
Bollinger,Ted Cruz,Republican,1111,1.111
Boone,Donald Trump,Republican,7898,7.898
Boone,John Kasich,Republican,3728,3.728
Boone,Marco Rubio,Republican,2106,2.106
Boone,Ted Cruz,Republican,11219,11.219
Buchanan,Donald Trump,Republican,4691,4.691
Buchanan,John Kasich,Republican,1478,1.478
Buchanan,Marco Rubio,Republican,847,0.847
Buchanan,Ted Cruz,Republican,3878,3.878
Butler,Donald Trump,Republican,3652,3.652
Butler,John Kasich,Republican,427,0.427
Butler,Marco Rubio,Republican,324,0.324
Butler,Ted Cruz,Republican,2676,2.676
Caldwell,Donald Trump,Republican,780,0.78
Caldwell,John Kasich,Republican,149,0.149
Caldwell,Marco Rubio,Republican,96,0.096
Caldwell,Ted Cruz,Republican,701,0.701
Callaway,Donald Trump,Republican,3141,3.141
Callaway,John Kasich,Republican,584,0.584
Callaway,Marco Rubio,Republican,366,0.366
Callaway,Ted Cruz,Republican,3261,3.261
Camden,Donald Trump,Republican,5467,5.467
Camden,John Kasich,Republican,846,0.846
Camden,Marco Rubio,Republican,473,0.473
Camden,Ted Cruz,Republican,2985,2.985
Cape Girardeau,Donald Trump,Republican,6137,6.137
Cape Girardeau,John Kasich,Republican,1245,1.245
Cape Girardeau,Marco Rubio,Republican,694,0.694
Cape Girardeau,Ted Cruz,Republican,7332,7.332
Carroll,Donald Trump,Republican,1004,1.004
Carroll,John Kasich,Republican,150,0.15
Carroll,Marco Rubio,Republican,90,0.09
Carroll,Ted Cruz,Republican,656,0.656
Carter,Donald Trump,Republican,623,0.623
Carter,John Kasich,Republican,59,0.059
Carter,Marco Rubio,Republican,50,0.05
Carter,Ted Cruz,Republican,404,0.404
Cass,Donald Trump,Republican,6886,6.886
Cass,John Kasich,Republican,1648,1.648
Cass,Marco Rubio,Republican,1064,1.064
Cass,Ted Cruz,Republican,7671,7.671
Cedar,Donald Trump,Republican,1355,1.355
Cedar,John Kasich,Republican,182,0.182
Cedar,Marco Rubio,Republican,102,0.102
Cedar,Ted Cruz,Republican,1404,1.404
Chariton,Donald Trump,Republican,597,0.597
Chariton,John Kasich,Republican,132,0.132
Chariton,Marco Rubio,Republican,74,0.074
Chariton,Ted Cruz,Republican,569,0.569
Christian,Donald Trump,Republican,6907,6.907
Christian,John Kasich,Republican,1181,1.181
Christian,Marco Rubio,Republican,833,0.833
Christian,Ted Cruz,Republican,10586,10.586
Clark,Donald Trump,Republican,545,0.545
Clark,John Kasich,Republican,77,0.077
Clark,Marco Rubio,Republican,51,0.051
Clark,Ted Cruz,Republican,456,0.456
Clay,Donald Trump,Republican,12291,12.291
Clay,John Kasich,Republican,3884,3.884
Clay,Marco Rubio,Republican,2368,2.368
Clay,Ted Cruz,Republican,13559,13.559
Clinton,Donald Trump,Republican,1635,1.635
Clinton,John Kasich,Republican,277,0.277
Clinton,Marco Rubio,Republican,211,0.211
Clinton,Ted Cruz,Republican,1394,1.394
Cole,Donald Trump,Republican,5553,5.553
Cole,John Kasich,Republican,1587,1.587
Cole,Marco Rubio,Republican,1065,1.065
Cole,Ted Cruz,Republican,6159,6.159
Cooper,Donald Trump,Republican,1248,1.248
Cooper,John Kasich,Republican,256,0.256
Cooper,Marco Rubio,Republican,137,0.137
Cooper,Ted Cruz,Republican,1369,1.369
Crawford,Donald Trump,Republican,2189,2.189
Crawford,John Kasich,Republican,155,0.155
Crawford,Marco Rubio,Republican,152,0.152
Crawford,Ted Cruz,Republican,1522,1.522
Dade,Donald Trump,Republican,787,0.787
Dade,John Kasich,Republican,112,0.112
Dade,Marco Rubio,Republican,69,0.069
Dade,Ted Cruz,Republican,997,0.997
Dallas,Donald Trump,Republican,1672,1.672
Dallas,John Kasich,Republican,179,0.179
Dallas,Marco Rubio,Republican,126,0.126
Dallas,Ted Cruz,Republican,1618,1.618
Daviess,Donald Trump,Republican,634,0.634
Daviess,John Kasich,Republican,105,0.105
Daviess,Marco Rubio,Republican,74,0.074
Daviess,Ted Cruz,Republican,410,0.41
DeKalb,Donald Trump,Republican,800,0.8
DeKalb,John Kasich,Republican,127,0.127
DeKalb,Marco Rubio,Republican,105,0.105
DeKalb,Ted Cruz,Republican,718,0.718
Dent,Donald Trump,Republican,1688,1.688
Dent,John Kasich,Republican,168,0.168
Dent,Marco Rubio,Republican,139,0.139
Dent,Ted Cruz,Republican,1198,1.198
Douglas,Donald Trump,Republican,1657,1.657
Douglas,John Kasich,Republican,133,0.133
Douglas,Marco Rubio,Republican,93,0.093
Douglas,Ted Cruz,Republican,1155,1.155
Dunklin,Donald Trump,Republican,1781,1.781
Dunklin,John Kasich,Republican,179,0.179
Dunklin,Marco Rubio,Republican,113,0.113
Dunklin,Ted Cruz,Republican,1037,1.037
Franklin,Donald Trump,Republican,9080,9.08
Franklin,John Kasich,Republican,1561,1.561
Franklin,Marco Rubio,Republican,1148,1.148
Franklin,Ted Cruz,Republican,8117,8.117
Gasconade,Donald Trump,Republican,1429,1.429
Gasconade,John Kasich,Republican,203,0.203
Gasconade,Marco Rubio,Republican,141,0.141
Gasconade,Ted Cruz,Republican,1276,1.276
Gentry,Donald Trump,Republican,435,0.435
Gentry,John Kasich,Republican,116,0.116
Gentry,Marco Rubio,Republican,69,0.069
Gentry,Ted Cruz,Republican,405,0.405
Greene,Donald Trump,Republican,16649,16.649
Greene,John Kasich,Republican,4618,4.618
Greene,Marco Rubio,Republican,2684,2.684
Greene,Ted Cruz,Republican,26784,26.784
Grundy,Donald Trump,Republican,978,0.978
Grundy,John Kasich,Republican,163,0.163
Grundy,Marco Rubio,Republican,79,0.079
Grundy,Ted Cruz,Republican,673,0.673
Harrison,Donald Trump,Republican,755,0.755
Harrison,John Kasich,Republican,141,0.141
Harrison,Marco Rubio,Republican,85,0.085
Harrison,Ted Cruz,Republican,591,0.591
Henry,Donald Trump,Republican,1636,1.636
Henry,John Kasich,Republican,354,0.354
Henry,Marco Rubio,Republican,191,0.191
Henry,Ted Cruz,Republican,1395,1.395
Hickory,Donald Trump,Republican,297,0.297
Hickory,John Kasich,Republican,19,0.019
Hickory,Marco Rubio,Republican,30,0.03
Hickory,Ted Cruz,Republican,178,0.178
Holt,Donald Trump,Republican,504,0.504
Holt,John Kasich,Republican,81,0.081
Holt,Marco Rubio,Republican,69,0.069
Holt,Ted Cruz,Republican,381,0.381
Howard,Donald Trump,Republican,693,0.693
Howard,John Kasich,Republican,135,0.135
Howard,Marco Rubio,Republican,78,0.078
Howard,Ted Cruz,Republican,798,0.798
Howell,Donald Trump,Republican,4230,4.23
Howell,John Kasich,Republican,491,0.491
Howell,Marco Rubio,Republican,351,0.351
Howell,Ted Cruz,Republican,3146,3.146
Iron,Donald Trump,Republican,800,0.8
Iron,John Kasich,Republican,78,0.078
Iron,Marco Rubio,Republican,74,0.074
Iron,Ted Cruz,Republican,638,0.638
Jackson,Donald Trump,Republican,26714,26.714
Jackson,John Kasich,Republican,9426,9.426
Jackson,Marco Rubio,Republican,5016,5.016
Jackson,Ted Cruz,Republican,28661,28.661
Jasper,Donald Trump,Republican,6725,6.725
Jasper,John Kasich,Republican,1360,1.36
Jasper,Marco Rubio,Republican,1047,1.047
Jasper,Ted Cruz,Republican,11113,11.113
Jefferson,Donald Trump,Republican,17781,17.781
Jefferson,John Kasich,Republican,233,0.233
Jefferson,Marco Rubio,Republican,2005,2.005
Jefferson,Ted Cruz,Republican,13883,13.883
Johnson,Donald Trump,Republican,3035,3.035
Johnson,John Kasich,Republican,713,0.713
Johnson,Marco Rubio,Republican,483,0.483
Johnson,Ted Cruz,Republican,2987,2.987
Knox,Donald Trump,Republican,343,0.343
Knox,John Kasich,Republican,64,0.064
Knox,Marco Rubio,Republican,32,0.032
Knox,Ted Cruz,Republican,260,0.26
LaClede,Donald Trump,Republican,3493,3.493
LaClede,John Kasich,Republican,453,0.453
LaClede,Marco Rubio,Republican,310,0.31
LaClede,Ted Cruz,Republican,3229,3.229
Lafayette,Donald Trump,Republican,2518,2.518
Lafayette,John Kasich,Republican,561,0.561
Lafayette,Marco Rubio,Republican,372,0.372
Lafayette,Ted Cruz,Republican,2349,2.349
Lawrence,Donald Trump,Republican,3135,3.135
Lawrence,John Kasich,Republican,429,0.429
Lawrence,Marco Rubio,Republican,264,0.264
Lawrence,Ted Cruz,Republican,4235,4.235
Lewis,Donald Trump,Republican,801,0.801
Lewis,John Kasich,Republican,104,0.104
Lewis,Marco Rubio,Republican,60,0.06
Lewis,Ted Cruz,Republican,601,0.601
Lincoln,Donald Trump,Republican,4144,4.144
Lincoln,John Kasich,Republican,413,0.413
Lincoln,Marco Rubio,Republican,350,0.35
Lincoln,Ted Cruz,Republican,3730,3.73
Linn,Donald Trump,Republican,955,0.955
Linn,John Kasich,Republican,149,0.149
Linn,Marco Rubio,Republican,107,0.107
Linn,Ted Cruz,Republican,856,0.856
Livingston,Donald Trump,Republican,1191,1.191
Livingston,John Kasich,Republican,261,0.261
Livingston,Marco Rubio,Republican,149,0.149
Livingston,Ted Cruz,Republican,886,0.886
Macon,Donald Trump,Republican,1489,1.489
Macon,John Kasich,Republican,273,0.273
Macon,Marco Rubio,Republican,124,0.124
Macon,Ted Cruz,Republican,1246,1.246
Madison,Donald Trump,Republican,916,0.916
Madison,John Kasich,Republican,119,0.119
Madison,Marco Rubio,Republican,76,0.076
Madison,Ted Cruz,Republican,808,0.808
Maries,Donald Trump,Republican,958,0.958
Maries,John Kasich,Republican,88,0.088
Maries,Marco Rubio,Republican,61,0.061
Maries,Ted Cruz,Republican,748,0.748
Marion,Donald Trump,Republican,2064,2.064
Marion,John Kasich,Republican,370,0.37
Marion,Marco Rubio,Republican,242,0.242
Marion,Ted Cruz,Republican,2263,2.263
McDonald,Donald Trump,Republican,1580,1.58
McDonald,John Kasich,Republican,171,0.171
McDonald,Marco Rubio,Republican,151,0.151
McDonald,Ted Cruz,Republican,1571,1.571
Mercer,Donald Trump,Republican,455,0.455
Mercer,John Kasich,Republican,48,0.048
Mercer,Marco Rubio,Republican,22,0.022
Mercer,Ted Cruz,Republican,208,0.208
Miller,Donald Trump,Republican,2482,2.482
Miller,John Kasich,Republican,325,0.325
Miller,Marco Rubio,Republican,213,0.213
Miller,Ted Cruz,Republican,1918,1.918
Mississippi,Donald Trump,Republican,970,0.97
Mississippi,John Kasich,Republican,106,0.106
Mississippi,Marco Rubio,Republican,62,0.062
Mississippi,Ted Cruz,Republican,654,0.654
Moniteau,Donald Trump,Republican,1144,1.144
Moniteau,John Kasich,Republican,218,0.218
Moniteau,Marco Rubio,Republican,141,0.141
Moniteau,Ted Cruz,Republican,1374,1.374
Monroe,Donald Trump,Republican,698,0.698
Monroe,John Kasich,Republican,129,0.129
Monroe,Marco Rubio,Republican,59,0.059
Monroe,Ted Cruz,Republican,694,0.694
Montgomery,Donald Trump,Republican,1192,1.192
Montgomery,John Kasich,Republican,166,0.166
Montgomery,Marco Rubio,Republican,93,0.093
Montgomery,Ted Cruz,Republican,898,0.898
Morgan,Donald Trump,Republican,1976,1.976
Morgan,John Kasich,Republican,240,0.24
Morgan,Marco Rubio,Republican,165,0.165
Morgan,Ted Cruz,Republican,1345,1.345
New Madrid,Donald Trump,Republican,1376,1.376
New Madrid,John Kasich,Republican,119,0.119
New Madrid,Marco Rubio,Republican,90,0.09
New Madrid,Ted Cruz,Republican,868,0.868
Newton,Donald Trump,Republican,4303,4.303
Newton,John Kasich,Republican,789,0.789
Newton,Marco Rubio,Republican,500,0.5
Newton,Ted Cruz,Republican,6452,6.452
Nodaway,Donald Trump,Republican,1268,1.268
Nodaway,John Kasich,Republican,461,0.461
Nodaway,Marco Rubio,Republican,281,0.281
Nodaway,Ted Cruz,Republican,1265,1.265
Oregon,Donald Trump,Republican,941,0.941
Oregon,John Kasich,Republican,84,0.084
Oregon,Marco Rubio,Republican,59,0.059
Oregon,Ted Cruz,Republican,687,0.687
Osage,Donald Trump,Republican,1316,1.316
Osage,John Kasich,Republican,207,0.207
Osage,Marco Rubio,Republican,129,0.129
Osage,Ted Cruz,Republican,1207,1.207
Ozark,Donald Trump,Republican,1099,1.099
Ozark,John Kasich,Republican,117,0.117
Ozark,Marco Rubio,Republican,66,0.066
Ozark,Ted Cruz,Republican,841,0.841
Pemiscot,Donald Trump,Republican,1155,1.155
Pemiscot,John Kasich,Republican,98,0.098
Pemiscot,Marco Rubio,Republican,74,0.074
Pemiscot,Ted Cruz,Republican,630,0.63
Perry,Donald Trump,Republican,1561,1.561
Perry,John Kasich,Republican,291,0.291
Perry,Marco Rubio,Republican,196,0.196
Perry,Ted Cruz,Republican,1530,1.53
Pettis,Donald Trump,Republican,3343,3.343
Pettis,John Kasich,Republican,634,0.634
Pettis,Marco Rubio,Republican,454,0.454
Pettis,Ted Cruz,Republican,2697,2.697
Phelps,Donald Trump,Republican,3425,3.425
Phelps,John Kasich,Republican,553,0.553
Phelps,Marco Rubio,Republican,419,0.419
Phelps,Ted Cruz,Republican,2978,2.978
Pike,Donald Trump,Republican,1241,1.241
Pike,John Kasich,Republican,179,0.179
Pike,Marco Rubio,Republican,99,0.099
Pike,Ted Cruz,Republican,1096,1.096
Platte,Donald Trump,Republican,5492,5.492
Platte,John Kasich,Republican,2134,2.134
Platte,Marco Rubio,Republican,1056,1.056
Platte,Ted Cruz,Republican,5798,5.798
Polk,Donald Trump,Republican,2240,2.24
Polk,John Kasich,Republican,420,0.42
Polk,Marco Rubio,Republican,264,0.264
Polk,Ted Cruz,Republican,3430,3.43
Pulaski,Donald Trump,Republican,2802,2.802
Pulaski,John Kasich,Republican,392,0.392
Pulaski,Marco Rubio,Republican,269,0.269
Pulaski,Ted Cruz,Republican,1872,1.872
Putnam,Donald Trump,Republican,565,0.565
Putnam,John Kasich,Republican,98,0.098
Putnam,Marco Rubio,Republican,49,0.049
Putnam,Ted Cruz,Republican,303,0.303
Ralls,Donald Trump,Republican,961,0.961
Ralls,John Kasich,Republican,124,0.124
Ralls,Marco Rubio,Republican,90,0.09
Ralls,Ted Cruz,Republican,831,0.831
Randolph,Donald Trump,Republican,1887,1.887
Randolph,John Kasich,Republican,299,0.299
Randolph,Marco Rubio,Republican,195,0.195
Randolph,Ted Cruz,Republican,1659,1.659
Ray,Donald Trump,Republican,1565,1.565
Ray,John Kasich,Republican,250,0.25
Ray,Marco Rubio,Republican,166,0.166
Ray,Ted Cruz,Republican,1459,1.459
Reynolds,Donald Trump,Republican,647,0.647
Reynolds,John Kasich,Republican,44,0.044
Reynolds,Marco Rubio,Republican,37,0.037
Reynolds,Ted Cruz,Republican,357,0.357
Ripley,Donald Trump,Republican,1096,1.096
Ripley,John Kasich,Republican,138,0.138
Ripley,Marco Rubio,Republican,110,0.11
Ripley,Ted Cruz,Republican,881,0.881
Saline,Donald Trump,Republican,1417,1.417
Saline,John Kasich,Republican,261,0.261
Saline,Marco Rubio,Republican,154,0.154
Saline,Ted Cruz,Republican,1229,1.229
Schuyler,Donald Trump,Republican,428,0.428
Schuyler,John Kasich,Republican,53,0.053
Schuyler,Marco Rubio,Republican,18,0.018
Schuyler,Ted Cruz,Republican,214,0.214
Scotland,Donald Trump,Republican,395,0.395
Scotland,John Kasich,Republican,57,0.057
Scotland,Marco Rubio,Republican,25,0.025
Scotland,Ted Cruz,Republican,315,0.315
Scott,Donald Trump,Republican,3373,3.373
Scott,John Kasich,Republican,390,0.39
Scott,Marco Rubio,Republican,248,0.248
Scott,Ted Cruz,Republican,2653,2.653
Shannon,Donald Trump,Republican,808,0.808
Shannon,John Kasich,Republican,63,0.063
Shannon,Marco Rubio,Republican,45,0.045
Shannon,Ted Cruz,Republican,552,0.552
Shelby,Donald Trump,Republican,579,0.579
Shelby,John Kasich,Republican,115,0.115
Shelby,Marco Rubio,Republican,80,0.08
Shelby,Ted Cruz,Republican,548,0.548
St. Charles,Donald Trump,Republican,30489,30.489
St. Charles,John Kasich,Republican,7861,7.861
St. Charles,Marco Rubio,Republican,5213,5.213
St. Charles,Ted Cruz,Republican,28554,28.554
St. Clair,Donald Trump,Republican,962,0.962
St. Clair,John Kasich,Republican,115,0.115
St. Clair,Marco Rubio,Republican,71,0.071
St. Clair,Ted Cruz,Republican,757,0.757
St. Francois,Donald Trump,Republican,4061,4.061
St. Francois,John Kasich,Republican,474,0.474
St. Francois,Marco Rubio,Republican,406,0.406
St. Francois,Ted Cruz,Republican,3398,3.398
St. Louis City,Donald Trump,Republican,5006,5.006
St. Louis City,John Kasich,Republican,2547,2.547
St. Louis City,Marco Rubio,Republican,1408,1.408
St. Louis City,Ted Cruz,Republican,4464,4.464
St. Louis County,Donald Trump,Republican,47878,47.878
St. Louis County,John Kasich,Republican,23508,23.508
St. Louis County,Marco Rubio,Republican,12258,12.258
St. Louis County,Ted Cruz,Republican,47647,47.647
Ste. Genevieve,Donald Trump,Republican,1080,1.08
Ste. Genevieve,John Kasich,Republican,176,0.176
Ste. Genevieve,Marco Rubio,Republican,124,0.124
Ste. Genevieve,Ted Cruz,Republican,997,0.997
Stoddard,Donald Trump,Republican,3024,3.024
Stoddard,John Kasich,Republican,309,0.309
Stoddard,Marco Rubio,Republican,226,0.226
Stoddard,Ted Cruz,Republican,2141,2.141
Stone,Donald Trump,Republican,3928,3.928
Stone,John Kasich,Republican,589,0.589
Stone,Marco Rubio,Republican,304,0.304
Stone,Ted Cruz,Republican,3218,3.218
Sullivan,Donald Trump,Republican,510,0.51
